id,player_name,team,position,combo,stat_type,line_score,flash_sale_line,odds_type,is_taco,discount_pct,is_promo,projection_type,description,start_time,status
10451384,Jalen Johnson,ATL,F,False,Pts+Rebs,44.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10463783,Jalen Johnson,ATL,F,False,Pts+Asts,44.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452240,Jalen Johnson + Cooper Flagg,ATL/DAL,F,True,Points (Combo),43.5,,standard,False,,False,Single Stat,DAL/ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448194,Jalen Johnson,ATL,F,False,Pts+Rebs+Asts,41.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451383,Jalen Johnson,ATL,F,False,Pts+Rebs,39.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452147,Jalen Johnson,ATL,F,False,Pts+Asts,39.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452151,Jalen Johnson,ATL,F,False,Pts+Rebs+Asts,39.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10459559,Cooper Flagg,DAL,F,False,Pts+Rebs,39.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10460332,Cooper Flagg,DAL,F,False,Pts+Asts,39.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10462849,Cooper Flagg,DAL,F,False,Fantasy Score,39.5,,standard,False,,False,Fantasy Score,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448975,Jalen Johnson,ATL,F,False,Pts+Rebs+Asts,38.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452238,Nickeil Alexander-Walker + Cooper Flagg,ATL/DAL,G,True,Points (Combo),38.5,,standard,False,,False,Single Stat,DAL/ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448935,Cooper Flagg,DAL,F,False,Pts+Rebs+Asts,37.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448933,Cooper Flagg,DAL,F,False,Pts+Rebs+Asts,35.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452144,Jalen Johnson,ATL,F,False,Pts+Asts,34.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452150,Jalen Johnson,ATL,F,False,Pts+Rebs+Asts,34.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452211,Cooper Flagg,DAL,F,False,Pts+Asts,34.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452214,Cooper Flagg,DAL,F,False,Pts+Rebs,34.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448934,Cooper Flagg,DAL,F,False,Pts+Rebs+Asts,33.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10462841,Dyson Daniels,ATL,G,False,Fantasy Score,33.5,,standard,False,,False,Fantasy Score,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448193,Jalen Johnson,ATL,F,False,Pts+Rebs,33,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448107,Cooper Flagg,DAL,F,False,Pts+Rebs+Asts,32.5,,standard,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10462844,Nickeil Alexander-Walker,ATL,G,False,Fantasy Score,32.5,,standard,False,,False,Fantasy Score,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10462846,Onyeka Okongwu,ATL,F-C,False,Fantasy Score,32.5,,standard,False,,False,Fantasy Score,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448192,Jalen Johnson,ATL,F,False,Pts+Asts,30.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448922,CJ McCollum,ATL,G,False,Pts+Rebs+Asts,30.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10449012,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs+Asts,30.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10449029,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs+Asts,30.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448104,Cooper Flagg,DAL,F,False,Points,29.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448191,Jalen Johnson,ATL,F,False,Points,29.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448961,Dyson Daniels,ATL,G,False,Pts+Rebs+Asts,29.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451376,CJ McCollum,ATL,G,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451382,Jalen Johnson,ATL,F,False,Pts+Rebs,29.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451388,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451392,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452117,CJ McCollum,ATL,G,False,Pts+Asts,29.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452160,Nickeil Alexander-Walker,ATL,G,False,Pts+Asts,29.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452210,Cooper Flagg,DAL,F,False,Pts+Asts,29.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452213,Cooper Flagg,DAL,F,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10458498,Naji Marshall,DAL,F,False,Pts+Rebs+Asts,29.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10462840,CJ McCollum,ATL,G,False,Fantasy Score,29.5,,standard,False,,False,Fantasy Score,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10463528,P.J. Washington,DAL,F,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448920,CJ McCollum,ATL,G,False,Pts+Rebs+Asts,28.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10449011,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs+Asts,28.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10449027,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs+Asts,28.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10453656,Cooper Flagg,DAL,F,False,Pts+Rebs+Asts,28.5,,goblin,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10467657,Jalen Johnson,ATL,F,False,Pts+Rebs,28.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448959,Dyson Daniels,ATL,G,False,Pts+Rebs+Asts,27.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10462863,P.J. Washington,DAL,F,False,Fantasy Score,27.5,,standard,False,,False,Fantasy Score,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10467672,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs,27.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448105,Cooper Flagg,DAL,F,False,Pts+Asts,26.5,,standard,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448106,Cooper Flagg,DAL,F,False,Pts+Rebs,26.5,,standard,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448970,Jalen Johnson,ATL,F,False,Points,26.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10462871,Jalen Johnson,ATL,F,False,Fantasy Score,26.5,,standard,False,,False,Fantasy Score,DAL 1H,2026-03-10T19:40:00.000-04:00,pre_game
10467820,CJ McCollum,ATL,G,False,Pts+Asts,26.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10467825,Jalen Johnson,ATL,F,False,Pts+Asts,26.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448284,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs+Asts,26,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448079,CJ McCollum,ATL,G,False,Pts+Rebs+Asts,25.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448313,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs+Asts,25.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448960,Dyson Daniels,ATL,G,False,Pts+Rebs+Asts,25.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10461139,Jonathan Kuminga,ATL,F,False,Pts+Rebs+Asts,25.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10463781,Cooper Flagg,DAL,F,False,Pts+Rebs,25.5,,goblin,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448076,CJ McCollum,ATL,G,False,Points,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448103,Cooper Flagg,DAL,F,False,Points,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448161,Dyson Daniels,ATL,G,False,Pts+Rebs+Asts,24.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448190,Jalen Johnson,ATL,F,False,Points,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448280,Nickeil Alexander-Walker,ATL,G,False,Points,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10449042,P.J. Washington,DAL,F,False,Pts+Rebs+Asts,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10451375,CJ McCollum,ATL,G,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451379,Dyson Daniels,ATL,G,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451387,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451391,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452116,CJ McCollum,ATL,G,False,Pts+Asts,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452124,Dyson Daniels,ATL,G,False,Pts+Asts,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452138,Jalen Johnson,ATL,F,False,Pts+Asts,24.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452157,Nickeil Alexander-Walker,ATL,G,False,Pts+Asts,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452180,Onyeka Okongwu,ATL,F-C,False,Pts+Asts,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452215,Cooper Flagg,DAL,F,False,Pts+Rebs+Asts,24.5,,goblin,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452228,Max Christie,DAL,G,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452232,P.J. Washington,DAL,F,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10456471,Daniel Gafford,DAL,F-C,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10458349,Jonathan Kuminga,ATL,F,False,Points,24.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10458482,Brandon Williams,DAL,G,False,Pts+Rebs+Asts,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10458491,Naji Marshall,DAL,F,False,Pts+Asts,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10458495,Naji Marshall,DAL,F,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10458497,Naji Marshall,DAL,F,False,Pts+Rebs+Asts,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10462859,Naji Marshall,DAL,F,False,Fantasy Score,24.5,,standard,False,,False,Fantasy Score,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10464341,Brandon Williams,DAL,G,False,Pts+Asts,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10464343,Brandon Williams,DAL,G,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448312,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs,23.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448980,Jalen Johnson,ATL,F,False,Rebs+Asts,23.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448989,Khris Middleton,DAL,F,False,Pts+Rebs+Asts,23.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10449000,Max Christie,DAL,G,False,Pts+Rebs+Asts,23.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10449166,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs+Asts,23.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10461140,Jonathan Kuminga,ATL,F,False,Pts+Rebs+Asts,23.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10461409,CJ McCollum,ATL,G,False,Pts+Rebs+Asts,23.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10461427,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs+Asts,23.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10461738,Nickeil Alexander-Walker,ATL,G,False,Pts+Asts,23.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10462851,Daniel Gafford,DAL,F-C,False,Fantasy Score,23.5,,standard,False,,False,Fantasy Score,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448189,Jalen Johnson,ATL,F,False,Points,22.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448282,Nickeil Alexander-Walker,ATL,G,False,Pts+Asts,22.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448923,CJ McCollum,ATL,G,False,Pts+Rebs+Asts,22.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448931,Cooper Flagg,DAL,F,False,Points,22.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448949,Daniel Gafford,DAL,F-C,False,Pts+Rebs+Asts,22.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10449014,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs+Asts,22.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10449030,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs+Asts,22.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10449041,P.J. Washington,DAL,F,False,Pts+Rebs+Asts,22.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10461739,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs,22.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10461797,CJ McCollum,ATL,G,False,Pts+Rebs,22.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10464345,Naji Marshall,DAL,F,False,Pts+Rebs+Asts,22.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448077,CJ McCollum,ATL,G,False,Pts+Asts,21.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448078,CJ McCollum,ATL,G,False,Pts+Rebs,21.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448283,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs,21.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448790,Jalen Johnson,ATL,F,False,Pts+Rebs+Asts,21.5,,standard,False,,False,Single Stat,DAL 1H,2026-03-10T19:40:00.000-04:00,pre_game
10448918,CJ McCollum,ATL,G,False,Points,21.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448962,Dyson Daniels,ATL,G,False,Pts+Rebs+Asts,21.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448979,Jalen Johnson,ATL,F,False,Rebs+Asts,21.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448987,Khris Middleton,DAL,F,False,Pts+Rebs+Asts,21.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448998,Max Christie,DAL,G,False,Pts+Rebs+Asts,21.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10449009,Nickeil Alexander-Walker,ATL,G,False,Points,21.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10461137,Jonathan Kuminga,ATL,F,False,Pts+Rebs+Asts,21.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10461281,Brandon Williams,DAL,G,False,Pts+Rebs+Asts,21.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10462848,Brandon Williams,DAL,G,False,Fantasy Score,21.5,,standard,False,,False,Fantasy Score,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10464864,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs,21.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10467669,Naji Marshall,DAL,F,False,Pts+Rebs,21.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10467824,Cooper Flagg,DAL,F,False,Pts+Asts,21.5,,goblin,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448345,P.J. Washington,DAL,F,False,Pts+Rebs+Asts,21,,standard,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448102,Cooper Flagg,DAL,F,False,Points,20.5,,standard,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448947,Daniel Gafford,DAL,F-C,False,Pts+Rebs+Asts,20.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448971,Jalen Johnson,ATL,F,False,Points,20.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10456934,Naji Marshall,DAL,F,False,Pts+Rebs+Asts,20.5,,standard,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10461408,CJ McCollum,ATL,G,False,Pts+Asts,20.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10462856,Khris Middleton,DAL,F,False,Fantasy Score,20.5,,standard,False,,False,Fantasy Score,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10462858,Max Christie,DAL,G,False,Fantasy Score,20.5,,standard,False,,False,Fantasy Score,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10465839,Jonathan Kuminga,ATL,F,False,Pts+Rebs+Asts,20.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448075,CJ McCollum,ATL,G,False,Points,19.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448188,Jalen Johnson,ATL,F,False,Points,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448249,Max Christie,DAL,G,False,Points,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448281,Nickeil Alexander-Walker,ATL,G,False,Points,19.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448310,Onyeka Okongwu,ATL,F-C,False,Points,19.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448342,P.J. Washington,DAL,F,False,Points,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448978,Jalen Johnson,ATL,F,False,Rebs+Asts,19.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10448988,Khris Middleton,DAL,F,False,Pts+Rebs+Asts,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448999,Max Christie,DAL,G,False,Pts+Rebs+Asts,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10449057,Zaccharie Risacher,ATL,F,False,Pts+Rebs+Asts,19.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451374,CJ McCollum,ATL,G,False,Pts+Rebs,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451380,Dyson Daniels,ATL,G,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451386,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10451390,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452115,CJ McCollum,ATL,G,False,Pts+Asts,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452118,CJ McCollum,ATL,G,False,Pts+Rebs+Asts,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452123,Dyson Daniels,ATL,G,False,Pts+Asts,19.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452125,Dyson Daniels,ATL,G,False,Pts+Rebs+Asts,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452155,Nickeil Alexander-Walker,ATL,G,False,Pts+Asts,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452165,Nickeil Alexander-Walker,ATL,G,False,Pts+Rebs+Asts,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452178,Onyeka Okongwu,ATL,F-C,False,Pts+Asts,19.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452181,Onyeka Okongwu,ATL,F-C,False,Pts+Rebs+Asts,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452187,Zaccharie Risacher,ATL,F,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10452208,Cooper Flagg,DAL,F,False,Pts+Asts,19.5,,goblin,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452218,Daniel Gafford,DAL,F-C,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452221,Khris Middleton,DAL,F,False,Pts+Asts,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452223,Khris Middleton,DAL,F,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452226,Max Christie,DAL,G,False,Pts+Asts,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452227,Max Christie,DAL,G,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452230,P.J. Washington,DAL,F,False,Pts+Asts,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10452983,Cooper Flagg,DAL,F,False,Pts+Rebs,19.5,,goblin,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10457872,Brandon Williams,DAL,G,False,Points,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10457877,Klay Thompson,DAL,G,False,Points,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10458348,Jonathan Kuminga,ATL,F,False,Points,19.5,,demon,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10458366,Naji Marshall,DAL,F,False,Points,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10458483,Brandon Williams,DAL,G,False,Pts+Rebs+Asts,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10458490,Naji Marshall,DAL,F,False,Pts+Asts,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10458493,Naji Marshall,DAL,F,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10461138,Jonathan Kuminga,ATL,F,False,Pts+Rebs+Asts,19.5,,goblin,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
10464340,Brandon Williams,DAL,G,False,Pts+Asts,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10464342,Brandon Williams,DAL,G,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10448160,Dyson Daniels,ATL,G,False,Pts+Rebs,18.5,,standard,False,,False,Single Stat,DAL,2026-03-10T19:40:00.000-04:00,pre_game
